producto,categoria,proveedor,cantidad,precio_unitario,descuento,impuesto,fecha,canal_venta,pais,moneda
Aspiradora Robot,Hogar,SportWorld,5,1195.75,169.99,251.11,2024-08-30,Tienda,España,EUR
Monitor 32,Hogar,MegaStore,5,15.2,1.94,3.19,2024-10-16,Distribuidor,España,EUR
HDD 2TB,Deportes,GlobalTech,2,913.58,108.7,191.85,2024-08-03,Online,Portugal,EUR
Aspiradora Robot,Moda,ElectroMax,4,716.94,107.29,150.56,2024-11-02,Online,Portugal,EUR
Tablet Plus,Accesorios,ProGear,1,1206.1,79.4,253.28,2024-08-29,Distribuidor,Francia,EUR
Cámara HD,Oficina,ElectroMax,4,255.4,8.51,53.63,2024-01-15,Online,Italia,EUR
Ventilador Turbo,Video,SportWorld,5,1388.12,185.37,291.51,2024-11-01,Distribuidor,Alemania,EUR
Cafetera Automática,Moda,HomePlus,2,869.56,124.3,182.61,2024-02-13,Online,Francia,EUR
Aspiradora Robot,Moda,LogiTech,4,422.6,39.76,88.75,2024-12-31,Online,Francia,EUR
Gafas Sol,Audio,Distribuciones Europa,2,859.41,71.0,180.48,2024-09-03,Distribuidor,Italia,EUR
Smartwatch,Audio,ElectroMax,5,481.32,1.8,101.08,2024-09-17,Tienda,Alemania,EUR
Gafas Sol,Electrónica,FashionCorp,2,1174.46,123.73,246.64,2024-04-04,Tienda,Alemania,EUR
Smartphone Mini,Moda,MegaStore,1,1258.23,136.84,264.23,2024-07-04,Distribuidor,Italia,EUR
Ventilador Turbo,Deportes,SportWorld,5,1462.24,186.59,307.07,2024-04-30,Tienda,Francia,EUR
Proyector HD,Electrónica,ElectroMax,2,426.63,14.97,89.59,2024-11-15,Online,Italia,EUR
Smartphone X,Moda,Distribuciones Europa,5,364.15,33.32,76.47,2024-12-16,Online,España,EUR
Pelota Fitness,Hogar,ElectroMax,3,586.9,70.5,123.25,2024-02-24,Distribuidor,España,EUR
TV 65,Accesorios,LogiTech,5,1315.81,53.89,276.32,2024-01-14,Tienda,Francia,EUR
Zapatillas Running,Oficina,ElectroMax,1,1525.7,188.03,320.4,2024-04-10,Tienda,Italia,EUR
Impresora Laser,Oficina,MegaStore,2,1899.35,48.98,398.86,2024-11-25,Tienda,Francia,EUR
Reloj Deportivo,Deportes,HomePlus,5,1478.49,217.48,310.48,2024-09-27,Online,España,EUR
Tablet Plus,Moda,ProGear,3,1173.99,152.31,246.54,2024-03-09,Distribuidor,Italia,EUR
Altavoz Bluetooth,Hogar,Distribuciones Europa,3,952.84,2.73,200.1,2024-06-24,Online,Alemania,EUR
Altavoz Bluetooth,Hogar,MegaStore,1,1250.6,58.02,262.63,2024-08-23,Tienda,España,EUR
Mouse Gamer,Audio,ElectroMax,2,915.47,18.22,192.25,2024-06-14,Online,Italia,EUR
SSD 1TB,Video,Distribuciones Europa,3,932.7,47.38,195.87,2024-05-06,Distribuidor,España,EUR
Cafetera Automática,Hogar,ElectroMax,1,298.32,14.69,62.65,2024-10-11,Distribuidor,España,EUR
Smartphone X,Accesorios,TechCorp,3,95.35,13.71,20.02,2024-09-30,Online,Francia,EUR
Colchoneta Yoga,Video,HomePlus,4,1209.96,42.53,254.09,2024-03-29,Tienda,Italia,EUR
Aspiradora Robot,Audio,MegaStore,1,859.04,56.0,180.4,2024-11-08,Online,Portugal,EUR
Guantes Gym,Electrónica,MegaStore,5,311.49,30.83,65.41,2024-09-15,Distribuidor,Portugal,EUR
Cámara HD,Moda,HomePlus,3,415.23,30.82,87.2,2024-04-17,Distribuidor,Alemania,EUR
Guantes Gym,Deportes,LogiTech,3,657.61,63.03,138.1,2024-07-27,Online,Italia,EUR
Proyector HD,Electrónica,ElectroMax,1,2152.56,197.69,452.04,2024-11-06,Tienda,España,EUR
PowerBank 20k,Oficina,FashionCorp,4,137.46,5.4,28.87,2024-07-30,Distribuidor,España,EUR
Teclado Mecánico,Electrónica,GlobalTech,5,1231.42,59.34,258.6,2024-05-10,Online,Alemania,EUR
Cargador USB-C,Video,Distribuciones Europa,3,492.36,36.89,103.4,2024-11-30,Distribuidor,Portugal,EUR
Silla Gamer,Audio,HomePlus,3,636.75,61.14,133.72,2024-05-25,Online,Francia,EUR
Lámpara LED,Oficina,FashionCorp,5,1059.59,100.37,222.51,2024-01-14,Tienda,Portugal,EUR
Laptop Pro,Electrónica,Distribuciones Europa,3,769.43,27.17,161.58,2024-11-20,Online,Francia,EUR
Monitor 32,Electrónica,TechCorp,5,339.98,16.81,71.4,2024-02-04,Distribuidor,Francia,EUR
Batidora Pro,Oficina,LogiTech,4,459.56,5.49,96.51,2024-03-16,Online,Francia,EUR
Guantes Gym,Moda,LogiTech,4,1898.18,160.94,398.62,2024-11-13,Distribuidor,España,EUR
Chaqueta Invierno,Video,GlobalTech,2,1453.99,97.94,305.34,2024-02-02,Distribuidor,Portugal,EUR
Teclado Mecánico,Hogar,GlobalTech,5,1129.13,28.23,237.12,2024-07-07,Online,Alemania,EUR
Tablet Plus,Deportes,Distribuciones Europa,4,251.72,31.0,52.86,2024-05-13,Online,Portugal,EUR
Proyector HD,Hogar,ElectroMax,3,990.39,71.87,207.98,2024-06-03,Distribuidor,Alemania,EUR
Smartphone X,Video,MegaStore,4,357.36,37.5,75.05,2024-09-04,Tienda,Portugal,EUR
Cafetera Automática,Deportes,ElectroMax,4,1028.74,45.56,216.04,2024-03-23,Distribuidor,Italia,EUR
Barra de Sonido,Audio,MegaStore,1,77.81,6.55,16.34,2024-05-16,Online,Italia,EUR
Monitor 32,Moda,TechCorp,5,624.85,77.47,131.22,2024-10-02,Distribuidor,Alemania,EUR
Smartwatch,Video,FashionCorp,5,760.44,105.78,159.69,2024-06-11,Tienda,Alemania,EUR
Batidora Pro,Video,TechCorp,5,510.41,68.37,107.19,2024-06-25,Distribuidor,Portugal,EUR
Aspiradora Robot,Deportes,HomePlus,2,916.82,18.27,192.53,2024-12-17,Tienda,Francia,EUR
Set Mancuernas,Moda,ElectroMax,2,255.23,23.52,53.6,2024-04-25,Online,Portugal,EUR
Webcam FullHD,Audio,MegaStore,4,989.64,142.27,207.82,2024-07-11,Tienda,España,EUR
Monitor 32,Video,HomePlus,3,1670.76,17.65,350.86,2024-12-27,Tienda,Italia,EUR
Pelota Fitness,Deportes,ElectroMax,3,1451.79,97.19,304.88,2024-03-27,Online,Italia,EUR
Tostadora,Audio,HomePlus,1,468.69,15.93,98.42,2024-11-07,Tienda,España,EUR
TV 65,Video,MegaStore,5,211.74,2.64,44.47,2024-11-05,Tienda,Alemania,EUR
Monitor 27,Oficina,LogiTech,5,920.1,119.69,193.22,2024-06-26,Tienda,España,EUR
Smartphone X,Video,SportWorld,5,920.21,74.88,193.24,2024-10-09,Tienda,Alemania,EUR
Mochila Travel,Accesorios,Distribuciones Europa,5,32.95,4.55,6.92,2024-05-24,Distribuidor,España,EUR
Router WiFi,Electrónica,ProGear,5,661.2,41.73,138.85,2024-09-16,Online,Portugal,EUR
Tostadora,Audio,ProGear,3,450.35,49.82,94.57,2024-12-08,Online,Francia,EUR
Laptop Air,Audio,ProGear,3,882.71,93.5,185.37,2024-04-22,Online,Alemania,EUR
Guantes Gym,Audio,Distribuciones Europa,3,1697.97,106.3,356.57,2024-01-11,Online,España,EUR
Pantalón Trekking,Accesorios,MegaStore,1,1101.1,47.26,231.23,2024-07-09,Online,España,EUR
Tablet Plus,Electrónica,GlobalTech,2,385.47,17.28,80.95,2024-02-27,Tienda,Portugal,EUR
Tostadora,Moda,HomePlus,3,1443.38,138.01,303.11,2024-05-30,Online,Italia,EUR
Altavoz Bluetooth,Electrónica,ElectroMax,1,360.01,33.93,75.6,2024-09-13,Tienda,Portugal,EUR
Zapatillas Running,Oficina,MegaStore,4,1400.44,111.3,294.09,2024-11-29,Tienda,Portugal,EUR
Monitor 32,Accesorios,LogiTech,3,590.33,73.83,123.97,2024-03-19,Online,Francia,EUR
Altavoz Bluetooth,Audio,HomePlus,4,43.11,3.77,9.05,2024-08-30,Distribuidor,Francia,EUR
Drone Mini,Accesorios,TechCorp,1,1366.0,87.12,286.86,2024-05-20,Distribuidor,Portugal,EUR
Monitor 27,Hogar,MegaStore,3,1267.98,89.59,266.28,2024-09-27,Distribuidor,España,EUR
Aspiradora Robot,Hogar,MegaStore,4,454.07,54.65,95.35,2024-06-06,Tienda,Francia,EUR
Silla Gamer,Moda,FashionCorp,3,519.53,57.49,109.1,2024-12-22,Online,Francia,EUR
Escritorio Oficina,Video,HomePlus,5,1144.2,92.82,240.28,2024-06-03,Tienda,Italia,EUR
HDD 2TB,Accesorios,LogiTech,4,818.44,2.45,171.87,2024-12-24,Online,España,EUR
Cámara HD,Oficina,GlobalTech,2,1991.55,117.64,418.23,2024-11-27,Distribuidor,España,EUR
Zapatillas Running,Deportes,SportWorld,3,427.81,39.52,89.84,2024-04-06,Distribuidor,Italia,EUR
Tablet Plus,Electrónica,ElectroMax,4,364.79,6.99,76.61,2024-04-19,Distribuidor,Alemania,EUR
TV 55,Video,ElectroMax,3,1346.05,168.52,282.67,2024-01-13,Distribuidor,Italia,EUR
Barra de Sonido,Video,ProGear,2,1749.49,109.17,367.39,2024-11-23,Online,Francia,EUR
Laptop Pro,Deportes,FashionCorp,4,1659.68,80.17,348.53,2024-11-14,Online,España,EUR
Teclado Mecánico,Audio,LogiTech,2,1010.57,74.1,212.22,2024-06-30,Distribuidor,España,EUR
Webcam FullHD,Audio,SportWorld,3,767.61,16.88,161.2,2024-08-27,Distribuidor,España,EUR
Zapatillas Running,Oficina,ProGear,1,1034.09,132.35,217.16,2024-06-22,Online,Portugal,EUR
Mouse Gamer,Accesorios,HomePlus,2,836.63,44.65,175.69,2024-02-15,Online,Francia,EUR
Smartphone X,Video,LogiTech,1,1225.46,68.81,257.35,2024-09-28,Tienda,España,EUR
Colchoneta Yoga,Audio,SportWorld,4,1448.15,78.27,304.11,2024-03-30,Tienda,Italia,EUR
TV 65,Deportes,TechCorp,5,1777.07,13.32,373.18,2024-01-01,Distribuidor,Italia,EUR
Set Mancuernas,Audio,ElectroMax,5,31.92,1.16,6.7,2024-07-18,Online,Portugal,EUR
Ventilador Turbo,Audio,TechCorp,3,2234.7,216.8,469.29,2024-11-23,Online,Francia,EUR
Guantes Gym,Hogar,MegaStore,5,566.19,1.73,118.9,2024-04-15,Tienda,Alemania,EUR
Reloj Deportivo,Audio,TechCorp,3,173.12,24.4,36.36,2024-12-07,Distribuidor,Italia,EUR
Escritorio Oficina,Video,TechCorp,2,102.88,8.39,21.6,2024-08-14,Online,Italia,EUR
Proyector HD,Oficina,LogiTech,5,709.74,94.36,149.05,2024-05-28,Tienda,Portugal,EUR
Batidora Pro,Deportes,ElectroMax,3,1238.18,9.14,260.02,2024-04-17,Distribuidor,España,EUR
Refrigerador Mini,Video,TechCorp,2,203.49,12.31,42.73,2024-11-01,Distribuidor,Alemania,EUR
Pelota Fitness,Moda,FashionCorp,3,138.81,11.32,29.15,2024-12-21,Online,Italia,EUR
Reloj Deportivo,Moda,FashionCorp,3,112.5,0.47,23.62,2024-10-19,Distribuidor,Portugal,EUR
Plancha Vapor,Audio,ProGear,1,1487.65,167.87,312.41,2024-11-18,Distribuidor,Italia,EUR
Cargador USB-C,Accesorios,Distribuciones Europa,1,880.56,81.06,184.92,2024-10-09,Tienda,Francia,EUR
Impresora Laser,Deportes,LogiTech,4,1004.66,88.54,210.98,2024-03-06,Distribuidor,España,EUR
Monitor 32,Moda,TechCorp,1,1184.56,162.44,248.76,2024-02-13,Distribuidor,Italia,EUR
Laptop Pro,Audio,ProGear,1,341.45,11.07,71.7,2024-04-25,Distribuidor,Portugal,EUR
SSD 1TB,Deportes,HomePlus,5,487.04,15.78,102.28,2024-05-23,Online,Alemania,EUR
Ventilador Turbo,Video,Distribuciones Europa,2,1663.1,228.27,349.25,2024-01-17,Tienda,Alemania,EUR
Plancha Vapor,Audio,HomePlus,3,1047.79,45.74,220.04,2024-02-03,Tienda,Francia,EUR
Cargador USB-C,Deportes,Distribuciones Europa,2,583.72,80.62,122.58,2024-03-17,Online,España,EUR
Silla Gamer,Oficina,ProGear,5,706.85,96.97,148.44,2024-07-05,Tienda,Portugal,EUR
Aspiradora Robot,Electrónica,SportWorld,3,1110.89,131.52,233.29,2024-12-07,Online,Portugal,EUR
Casco Bicicleta,Deportes,Distribuciones Europa,3,1336.61,128.66,280.69,2024-09-27,Online,Italia,EUR
Pantalón Trekking,Oficina,ElectroMax,3,647.32,69.57,135.94,2024-06-21,Distribuidor,España,EUR
Microfono Pro,Electrónica,Distribuciones Europa,1,254.53,4.84,53.45,2024-01-25,Online,Francia,EUR
Aspiradora Robot,Electrónica,MegaStore,2,1315.0,181.8,276.15,2024-11-20,Online,Francia,EUR
Guantes Gym,Hogar,LogiTech,2,30.84,0.32,6.48,2024-02-17,Tienda,España,EUR
Impresora Laser,Moda,FashionCorp,4,1603.89,1.7,336.82,2024-11-24,Distribuidor,Francia,EUR
Tostadora,Hogar,ProGear,1,32.22,4.29,6.77,2024-07-03,Online,Italia,EUR
HDD 2TB,Hogar,ProGear,1,1833.56,233.68,385.05,2024-01-10,Online,España,EUR
Microfono Pro,Video,TechCorp,1,964.03,53.17,202.45,2024-10-11,Online,Francia,EUR
Colchoneta Yoga,Hogar,FashionCorp,5,370.7,15.11,77.85,2024-06-02,Online,Italia,EUR
Drone Mini,Deportes,FashionCorp,2,493.42,28.7,103.62,2024-12-30,Online,España,EUR
Escritorio Oficina,Moda,MegaStore,5,159.04,2.47,33.4,2024-03-17,Distribuidor,Francia,EUR
Tostadora,Video,MegaStore,1,298.18,23.55,62.62,2024-05-14,Online,España,EUR
Cargador USB-C,Audio,LogiTech,4,1154.61,32.15,242.47,2024-12-22,Distribuidor,Alemania,EUR
Casco Bicicleta,Hogar,SportWorld,2,1261.67,126.6,264.95,2024-08-31,Tienda,Alemania,EUR
Tablet Plus,Electrónica,GlobalTech,4,843.34,34.96,177.1,2024-08-07,Online,Portugal,EUR
Reloj Deportivo,Electrónica,ProGear,1,968.01,126.48,203.28,2024-02-11,Distribuidor,Italia,EUR
Pantalón Trekking,Electrónica,ProGear,1,647.75,83.5,136.03,2024-02-19,Online,Portugal,EUR
Chaqueta Invierno,Hogar,GlobalTech,5,1565.28,7.18,328.71,2024-12-20,Online,España,EUR
Mouse Gamer,Video,ElectroMax,3,812.83,86.02,170.69,2024-02-05,Tienda,Portugal,EUR
Pantalón Trekking,Accesorios,Distribuciones Europa,1,774.24,21.83,162.59,2024-06-04,Distribuidor,Italia,EUR
Refrigerador Mini,Moda,HomePlus,2,473.01,59.51,99.33,2024-11-05,Distribuidor,Portugal,EUR
Laptop Air,Accesorios,ElectroMax,4,761.22,35.91,159.86,2024-07-09,Online,España,EUR
Lámpara LED,Oficina,MegaStore,2,45.85,6.28,9.63,2024-03-21,Online,Francia,EUR
TV 65,Accesorios,MegaStore,2,1706.7,21.3,358.41,2024-11-07,Tienda,Francia,EUR
Plancha Vapor,Audio,TechCorp,5,670.24,39.27,140.75,2024-10-07,Online,Alemania,EUR
Batidora Pro,Audio,LogiTech,5,104.71,3.64,21.99,2024-08-12,Distribuidor,Alemania,EUR
HDD 2TB,Video,LogiTech,3,317.21,8.6,66.61,2024-10-06,Tienda,Italia,EUR
Ventilador Turbo,Moda,TechCorp,3,179.87,15.55,37.77,2024-10-10,Tienda,Italia,EUR
Webcam FullHD,Audio,TechCorp,5,350.04,34.94,73.51,2024-11-21,Distribuidor,Italia,EUR
PowerBank 20k,Audio,HomePlus,2,254.77,0.64,53.5,2024-12-27,Online,Francia,EUR
HDD 2TB,Accesorios,MegaStore,5,1327.69,86.55,278.81,2024-03-28,Tienda,Alemania,EUR
Router WiFi,Hogar,GlobalTech,5,1356.18,163.89,284.8,2024-03-23,Tienda,Francia,EUR
Monitor 27,Oficina,Distribuciones Europa,4,187.51,25.94,39.38,2024-09-24,Distribuidor,España,EUR
Microfono Pro,Video,SportWorld,3,578.03,71.1,121.39,2024-05-13,Tienda,Alemania,EUR
Smartphone Mini,Electrónica,Distribuciones Europa,4,853.41,73.55,179.22,2024-04-27,Distribuidor,España,EUR
Gafas Sol,Accesorios,SportWorld,5,1810.4,99.87,380.18,2024-12-21,Distribuidor,Francia,EUR
Monitor 27,Oficina,SportWorld,3,124.75,15.05,26.2,2024-11-12,Distribuidor,Francia,EUR
Smartphone X,Deportes,SportWorld,3,73.69,8.04,15.47,2024-10-30,Distribuidor,España,EUR
Ventilador Turbo,Hogar,ProGear,2,1494.59,123.66,313.86,2024-09-06,Online,Francia,EUR
Webcam FullHD,Accesorios,GlobalTech,5,436.96,10.78,91.76,2024-03-20,Distribuidor,Italia,EUR
SSD 1TB,Deportes,ProGear,5,1633.22,60.83,342.98,2024-09-03,Distribuidor,Portugal,EUR
PowerBank 20k,Audio,HomePlus,1,268.25,22.31,56.33,2024-01-31,Distribuidor,Alemania,EUR
Webcam FullHD,Accesorios,LogiTech,5,691.9,97.17,145.3,2024-07-28,Online,Francia,EUR
HDD 2TB,Audio,MegaStore,4,988.29,129.78,207.54,2024-12-11,Online,Alemania,EUR
Chaqueta Invierno,Moda,MegaStore,4,1403.67,17.2,294.77,2024-12-31,Tienda,Portugal,EUR
Auriculares Bluetooth,Oficina,ProGear,4,1449.03,212.06,304.3,2024-11-06,Distribuidor,Alemania,EUR
Cámara HD,Electrónica,Distribuciones Europa,3,1300.86,59.01,273.18,2024-01-20,Distribuidor,Portugal,EUR
Mochila Travel,Hogar,LogiTech,2,274.77,4.31,57.7,2024-03-30,Distribuidor,Portugal,EUR
Smartwatch,Electrónica,TechCorp,4,107.77,16.1,22.63,2024-02-28,Online,España,EUR
Auriculares Bluetooth,Moda,FashionCorp,4,112.91,5.87,23.71,2024-05-03,Tienda,Alemania,EUR
Teclado Mecánico,Audio,SportWorld,2,452.22,62.36,94.97,2024-07-06,Tienda,España,EUR
Smartwatch,Hogar,HomePlus,2,468.12,43.84,98.31,2024-09-07,Distribuidor,Portugal,EUR
Proyector HD,Oficina,HomePlus,5,295.75,36.49,62.11,2024-04-22,Distribuidor,Portugal,EUR
Batidora Pro,Accesorios,LogiTech,2,919.84,86.8,193.17,2024-12-28,Distribuidor,Italia,EUR
Aspiradora Robot,Accesorios,MegaStore,1,322.97,42.86,67.82,2024-11-06,Distribuidor,Francia,EUR
Altavoz Bluetooth,Accesorios,HomePlus,4,861.49,73.4,180.91,2024-05-28,Distribuidor,Francia,EUR
Guantes Gym,Video,TechCorp,4,202.2,28.5,42.46,2024-01-05,Online,Alemania,EUR
HDD 2TB,Oficina,HomePlus,5,319.59,44.7,67.11,2024-10-13,Distribuidor,Francia,EUR
SSD 1TB,Electrónica,FashionCorp,5,562.36,36.71,118.1,2024-03-18,Tienda,Alemania,EUR
Guantes Gym,Deportes,ElectroMax,5,1219.45,140.51,256.08,2024-05-17,Online,Francia,EUR
Silla Gamer,Accesorios,Distribuciones Europa,5,1178.56,67.92,247.5,2024-07-05,Tienda,España,EUR
Smartphone X,Oficina,LogiTech,4,802.67,22.08,168.56,2024-03-15,Online,España,EUR
HDD 2TB,Hogar,FashionCorp,2,1281.26,121.62,269.06,2024-10-04,Distribuidor,Italia,EUR
Mochila Travel,Hogar,FashionCorp,3,50.72,4.8,10.65,2024-10-19,Distribuidor,España,EUR
Tostadora,Electrónica,GlobalTech,1,755.51,54.77,158.66,2024-12-20,Distribuidor,Portugal,EUR
Set Mancuernas,Accesorios,LogiTech,1,307.31,45.72,64.54,2024-10-12,Tienda,Italia,EUR
Impresora Laser,Oficina,HomePlus,3,1131.28,64.41,237.57,2024-10-04,Distribuidor,Alemania,EUR
Cámara HD,Video,LogiTech,3,214.6,27.78,45.07,2024-02-26,Tienda,Portugal,EUR
Guantes Gym,Electrónica,SportWorld,5,491.18,55.93,103.15,2024-06-24,Tienda,Italia,EUR
Escritorio Oficina,Audio,ElectroMax,4,66.47,8.46,13.96,2024-11-27,Distribuidor,Francia,EUR
Cargador USB-C,Deportes,SportWorld,5,1213.58,121.15,254.85,2024-08-10,Online,Portugal,EUR
Pelota Fitness,Moda,FashionCorp,2,1172.31,44.29,246.19,2024-03-12,Distribuidor,Italia,EUR
Silla Gamer,Oficina,SportWorld,4,913.33,101.73,191.8,2024-02-25,Online,Francia,EUR
Drone Mini,Hogar,GlobalTech,4,1015.01,37.14,213.15,2024-12-31,Online,Italia,EUR
Cafetera Automática,Moda,LogiTech,2,609.68,52.62,128.03,2024-09-04,Online,Italia,EUR
TV 55,Moda,TechCorp,4,925.74,125.43,194.41,2024-10-13,Distribuidor,España,EUR
Batidora Pro,Audio,SportWorld,1,149.73,19.94,31.44,2024-08-29,Online,Francia,EUR
Auriculares Bluetooth,Moda,SportWorld,2,115.23,0.87,24.2,2024-06-06,Tienda,Italia,EUR
Auriculares Bluetooth,Audio,Distribuciones Europa,2,1411.86,150.21,296.49,2024-04-15,Tienda,Alemania,EUR
Microfono Pro,Video,LogiTech,1,816.82,81.49,171.53,2024-06-06,Distribuidor,España,EUR
Monitor 32,Electrónica,FashionCorp,5,1199.04,91.65,251.8,2024-01-09,Tienda,Italia,EUR
Guantes Gym,Hogar,TechCorp,2,279.39,19.88,58.67,2024-11-21,Distribuidor,Italia,EUR
Ventilador Turbo,Audio,HomePlus,5,1357.36,184.41,285.05,2024-09-11,Tienda,España,EUR
Smartphone X,Moda,FashionCorp,5,859.08,8.43,180.41,2024-07-14,Online,Portugal,EUR
Teclado Mecánico,Electrónica,Distribuciones Europa,5,2142.33,289.16,449.89,2024-11-29,Distribuidor,Italia,EUR
Mouse Gamer,Electrónica,MegaStore,1,1150.98,16.73,241.71,2024-02-24,Distribuidor,Italia,EUR
Tablet Plus,Hogar,Distribuciones Europa,2,907.01,46.04,190.47,2024-02-12,Online,Francia,EUR
Proyector HD,Hogar,SportWorld,1,89.39,8.96,18.77,2024-03-08,Distribuidor,Alemania,EUR
Monitor 27,Electrónica,TechCorp,3,1649.05,75.7,346.3,2024-12-12,Distribuidor,España,EUR
Drone Mini,Moda,ProGear,5,87.24,12.83,18.32,2024-09-18,Online,Italia,EUR
Barra de Sonido,Accesorios,ElectroMax,3,237.8,35.0,49.94,2024-04-08,Distribuidor,Alemania,EUR
Escritorio Oficina,Deportes,GlobalTech,4,1222.94,153.91,256.82,2024-04-29,Tienda,Italia,EUR
Smartwatch,Deportes,LogiTech,1,666.91,79.29,140.05,2024-03-19,Distribuidor,España,EUR
Zapatillas Running,Hogar,LogiTech,2,1338.1,83.17,281.0,2024-03-31,Online,España,EUR
Router WiFi,Moda,SportWorld,1,133.67,17.22,28.07,2024-05-20,Distribuidor,España,EUR
Barra de Sonido,Deportes,Distribuciones Europa,4,862.65,33.12,181.16,2024-01-25,Online,Italia,EUR
TV 55,Audio,FashionCorp,1,709.97,66.49,149.09,2024-04-24,Online,Italia,EUR
Laptop Pro,Audio,GlobalTech,4,416.26,17.55,87.41,2024-10-26,Distribuidor,Francia,EUR
Teclado Mecánico,Moda,GlobalTech,2,1138.36,73.14,239.06,2024-02-23,Online,Italia,EUR
Cafetera Automática,Moda,FashionCorp,4,11.87,1.75,2.49,2024-03-30,Tienda,Italia,EUR
Ventilador Turbo,Oficina,MegaStore,4,1601.54,68.16,336.32,2024-11-16,Tienda,Francia,EUR
PowerBank 20k,Oficina,TechCorp,3,651.48,48.89,136.81,2024-02-01,Tienda,España,EUR
Memoria RAM 16GB,Audio,Distribuciones Europa,1,1099.63,29.65,230.92,2024-11-06,Distribuidor,Francia,EUR
Webcam FullHD,Accesorios,SportWorld,4,1557.81,110.18,327.14,2024-03-01,Distribuidor,Francia,EUR
Colchoneta Yoga,Accesorios,SportWorld,2,117.04,9.92,24.58,2024-07-01,Tienda,España,EUR
Set Mancuernas,Hogar,TechCorp,5,1133.19,45.28,237.97,2024-07-14,Tienda,Italia,EUR
Set Mancuernas,Audio,TechCorp,5,525.38,63.88,110.33,2024-11-13,Online,Italia,EUR
Zapatillas Running,Hogar,ElectroMax,4,635.83,89.87,133.52,2024-10-21,Distribuidor,España,EUR
Gafas Sol,Moda,LogiTech,2,503.67,12.56,105.77,2024-11-18,Distribuidor,España,EUR
Microfono Pro,Moda,GlobalTech,5,48.27,0.67,10.14,2024-02-26,Distribuidor,Francia,EUR
Barra de Sonido,Audio,ElectroMax,5,1111.04,86.78,233.32,2024-08-29,Distribuidor,Alemania,EUR
Monitor 32,Hogar,ProGear,5,1374.02,124.51,288.54,2024-03-19,Distribuidor,Francia,EUR
Auriculares Bluetooth,Electrónica,FashionCorp,4,261.45,21.48,54.9,2024-02-13,Online,Portugal,EUR
Zapatillas Running,Audio,Distribuciones Europa,2,669.86,17.25,140.67,2024-11-18,Distribuidor,Alemania,EUR
Teclado Mecánico,Audio,SportWorld,2,1215.59,98.64,255.27,2024-01-09,Online,Italia,EUR
Memoria RAM 16GB,Deportes,FashionCorp,2,1497.09,189.81,314.39,2024-11-05,Tienda,España,EUR
Laptop Air,Audio,Distribuciones Europa,5,197.27,1.99,41.43,2024-03-11,Online,Francia,EUR
Monitor 32,Accesorios,FashionCorp,4,144.15,3.69,30.27,2024-05-09,Online,Italia,EUR
Ventilador Turbo,Audio,HomePlus,1,698.9,16.61,146.77,2024-08-30,Online,Portugal,EUR
Webcam FullHD,Moda,ProGear,4,1141.41,70.37,239.7,2024-11-12,Tienda,Francia,EUR
Microfono Pro,Deportes,Distribuciones Europa,4,93.53,5.25,19.64,2024-09-07,Distribuidor,Portugal,EUR
Zapatillas Running,Accesorios,LogiTech,4,953.96,4.73,200.33,2024-12-04,Tienda,Francia,EUR
Guantes Gym,Hogar,FashionCorp,4,216.22,14.09,45.41,2024-01-10,Online,Italia,EUR
Proyector HD,Audio,MegaStore,1,972.41,61.58,204.21,2024-09-05,Tienda,Alemania,EUR
Microfono Pro,Hogar,ProGear,3,446.73,21.64,93.81,2024-01-12,Tienda,Italia,EUR
Altavoz Bluetooth,Oficina,ProGear,4,587.38,78.69,123.35,2024-08-17,Online,Italia,EUR
Refrigerador Mini,Moda,FashionCorp,4,346.12,45.03,72.69,2024-06-07,Distribuidor,Alemania,EUR
Drone Mini,Hogar,ProGear,2,139.41,6.87,29.28,2024-05-12,Online,Francia,EUR
Refrigerador Mini,Audio,LogiTech,2,662.07,36.14,139.03,2024-12-26,Tienda,Francia,EUR
Smartphone Mini,Oficina,Distribuciones Europa,4,614.95,70.25,129.14,2024-09-13,Distribuidor,Francia,EUR
Escritorio Oficina,Deportes,GlobalTech,1,1347.14,84.66,282.9,2024-05-07,Distribuidor,Francia,EUR
Guantes Gym,Accesorios,ElectroMax,3,688.19,91.34,144.52,2024-08-14,Online,Alemania,EUR
Escritorio Oficina,Audio,MegaStore,2,1633.33,236.16,343.0,2024-09-20,Tienda,Francia,EUR
Guantes Gym,Oficina,ElectroMax,2,2059.63,284.33,432.52,2024-11-27,Online,España,EUR
Gafas Sol,Audio,ElectroMax,4,796.54,61.85,167.27,2024-01-27,Online,España,EUR
SSD 1TB,Electrónica,HomePlus,1,506.91,30.27,106.45,2024-04-24,Tienda,Alemania,EUR
Lámpara LED,Video,SportWorld,3,1149.45,40.02,241.38,2024-06-24,Tienda,Francia,EUR
Teclado Mecánico,Moda,FashionCorp,5,1131.83,141.62,237.68,2024-09-07,Distribuidor,Italia,EUR
Webcam FullHD,Electrónica,LogiTech,4,170.52,2.49,35.81,2024-10-12,Online,Alemania,EUR
Proyector HD,Hogar,SportWorld,2,296.91,4.47,62.35,2024-05-15,Distribuidor,Portugal,EUR
Batidora Pro,Accesorios,ProGear,1,618.38,2.67,129.86,2024-09-11,Distribuidor,Alemania,EUR
Monitor 32,Oficina,LogiTech,2,979.85,61.82,205.77,2024-08-19,Online,Francia,EUR
